LOTOCV_bladder	LOTOCV_bonemarrow	LOTOCV_brain	LOTOCV_breast	LOTOCV_colonsigmoid	LOTOCV_colontransverse	LOTOCV_heart	LOTOCV_hypothalamus	LOTOCV_kidney	LOTOCV_liver	LOTOCV_lung	LOTOCV_lymphnodes	LOTOCV_ovary	LOTOCV_pancreas	LOTOCV_prostate	LOTOCV_skin	LOTOCV_stomach	LOTOCV_testis	LOTOCV_adrenal.gland	LOTOCV_aorta	LOTOCV_spleen	LOTOCV_large.intestine	LOTOCV_small.intestine	LOTOCV_trachea	LOTOCV_thyroid	LOTOCV_uterus	full.model
chr21:43042000-43044000	0	-0.000681641990731103	0	-0.00368905942811573	0	0	0	0	0	0	0	0	0	0	0	0	-0.00612779585359251	0	0	0	0	-0.00742058758607733	0	-2.93242984024232e-05	0	-0.000902795944568135	0
chr21:43430000-43432000	0.0369588920732701	0.026004923181809	0.0334228219554594	0.0487087075941062	0.0475195943217784	0.0193141865308388	0.0203884753288583	0.024649865055741	0.0157882759746441	0.0517915821498907	0.0121635929385746	0.0135000658264246	0.0338007322929689	0.0362010641683459	0.0311858184057085	0	0	0.0484903214969902	0.028495738443956	0.0261240125107946	0.0207717559974682	0.0408592021718472	0.0297744421683551	0.0194954031398217	0.0240393342124024	0.0214932860945933	0.0264758212074289
chr21:44194000-44196000	0	0	0	0	0	-0.0104656791142733	0	0	0	0	-0.00461224937014021	0	-0.0190782966095074	0	0	0	-0.0143350192229032	-0.00427258589682293	0	0	0	0	0	0	0	0	0
chr21:44196000-44198000	0	0	0	0	0	-0.00103348450100664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21:44198000-44200000	-0.000984152128963156	-0.0474350640021563	-0.0414561503595732	-0.0608226210838784	-0.0602247722693302	-0.0355026941490891	-0.0420126500335313	-0.0470813996032082	-0.0436156058198297	-0.0485194904444221	-0.0421699103594637	-0.051128667287382	-0.0304886349260595	-0.0573089986212938	-0.0504711472123408	-0.00833439275363619	-0.0838247243907915	-0.0670306273199745	-0.0500401050446178	-0.0499455371119696	-0.0496245242597493	-0.0479625368246674	-0.0557970328423829	-0.0487457487851615	-0.0558537042456776	-0.0468658319132691	-0.049947250962758
chr21:45404000-45406000	0	0	0	0	0	0	0	0.00299117423241456	0	0	0	0	2.81648507014142e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00122567508502315	0
chr22:21748000-21750000	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00137512233806551	0	0	0	0	0	0	0	-0.00267840481716771	0	0	0	0	0
chr22:23950000-23952000	-0.0106997128241633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00508765466924294	-0.00899423050158691	0	0	0	0	0	0	0	0	0	0
chr22:36610000-36612000	0	0	0	0	0	0	-0.00600715375136887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000744829328765829	0	-0.00247503091138474	-0.0032667820210998	0
chr22:36748000-36750000	-0.0313904948114364	-0.02167991188701	-0.0271613629850296	-0.0354847045920722	-0.0333725150969702	-0.00729424239657279	-0.0209281713566419	-0.0277969845337242	-0.0265712548367953	-0.0158641081839934	-0.0167651646939214	-0.0282039428938909	-0.0108171237563203	-0.021794312393239	-0.0112534851696421	-0.0325894633134302	0	-0.00651780881427446	-0.0196631863262492	-0.018681341436786	-0.0164395782035018	-0.0261619956111111	-0.0240370066292071	-0.0207890589262102	-0.025532102936418	-0.0177163888089294	-0.019232596825234
chr22:42508000-42510000	0	0	0	-0.0182774754661908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22:45970000-45972000	0.00645008052113059	0	0	0	0.0117555734509947	0.00687910677603855	0	0.00623452124003183	0	0.0175023880141121	0	0.017730924946909	0	0.010328495736742	0	0	0.000892114092180051	0.021458065511968	0.0109562331328593	0.0128356694697935	0.00899917251733373	0	0.015986928932298	0.0183896745865132	0.00456150056479885	0	0.0125687685887294
chr22:49154000-49156000	0	0	0	0	0	0	0.00116133030191262	0.00541205192759374	0	0	0	0	0.000855740196196349	0	0	0	0.00313849450901961	0	0	0	0	0.0165810094504814	0	0	0	0	0
